artist,song,text
Usher,More,"Watch me as I dance under the spotlight,  
Listen to the people screaming out more, and more  
'Cause I create the feeling that keep 'em coming back,  
Yeah, I create the feeling that keep 'em coming back,  
So captivating when I get it on the floor.  
  
Know y'all been patiently waiting,  
I know you need me, I can feel it,  
I'm a beast, I'm an animal,  
I'm that Monster in the mirror,  
The headliner, finisher,  
I'm the closer, winner.  
Best when under pressure  
with seconds left I show up.  
  
[Chorus: x2]  
If you really want more, scream it out louder,  
Get on the floor, bring out the fire,  
And light it up, take it up higher,  
Gonna push it to the limit, give it more.  
  
Get up both your hands, I'm in the zone tight  
Put 'em in the air, if you more (and) more,  
'Cause I can't wait to feel it.  
I go hard, can't stop,  
But if I stop just know that Imma bring it back,  
Never quittin' don't believe in that.  
  
Know y'all been patiently waiting,  
I know you need me, I can feel it,  
I'm a beast, I'm an animal,  
I'm that monster in the mirror,  
The headliner, finisher,  
I'm the closer, winner.  
Best when under pressure  
with seconds left I show up.  
  
[Chorus: x2]  
  
Ooh ooh ooh  
Gotta push it to the limit, give it more,  
Ooh ooh ooh  
Gotta push it to the limit, give it more  
  
[Chorus: x2]  
  
Ooh ooh ooh  
Gotta push it to the limit, give it more

"
Usher,Moving Mountains,"It's like whatever I do  
Oh  
Just can't get through to you  
Oh, oh, oh, oh, oh  
I'm never gonna tell you nothin' more  
Listen  
  
Now, now she loved me, shawty I loved her  
Used to jump up in the Maybach and roll out  
Used to care, she used to share  
The love that she used to give me can't be found  
I lost my way, she said she'd stay  
And lately I've been sleeping with a ghost  
My stock is down and out, I used to be worth my weight in gold  
That was before a great depression kicked in and rocked us  
And that was before the hurricane came, came in and stopped us  
I told you to leave, but you lied to me  
When you said that, ""baby no worries I promise to get us back"".  
  
[Chorus]  
I know sorries, just wouldn't do it  
Her heart is obliterated, I'm trying to travel through  
But it's like moving mountains...  
It's like moving mountains... Hey  
But I keep climbing and hoping things would change  
And the sky turns gray, and the water from the rain washes progress away  
It's like moving mountains... (moving mountains)  
It's like moving mountains... (moving mountains)  
Why just leave me?  
Just leave me be  
Just leave me  
Just leave me be  
Why you just leave me  
Just leave me be  
Why you just leave me  
Just leave me be, oh  
  
She, she don't touch me, I don't touch her  
We rarely even ever say a word  
I really want to give her everything she deserves  
But the bad took away the good  
She thinks that I'm full of it, arguments, always pissed, man I'm tired  
Every kiss that I miss, girl you know I'm trying  
You never believe when I say, and I never believe it when you say  
I love you, and I shouldn't complain about it  
I should take it like a man and walk up out it  
Cause we will never be the same, oh  
I've been standing in gas, and you have been the flame  
  
[Chorus]  
I know sorries just wouldn't do it  
Her heart is obliterated, I'm trying to get through  
Got to move this mountain  
It's like moving mountains... Hey  
But I keep climbing and hoping things would change  
And the sky turns gray, and the water from the rain washes progress away  
It's like moving mountains... (moving)  
It's like moving mountains... (moving)  
Well baby why you just leave me?  
Just leave me be  
Just leave me  
Just leave me be  
Why you just leave me  
Just leave me be  
Why you just leave me  
Just leave me be, oh  
  
This must be a slow death that I'm travelin' on  
It feels so wrong, I'm barely holdin' on  
  
See no matter what it takes, I've gotta get it together (baby yea)  
  
And these hills that I'm travelin' up  
She ain't showin' me love  
I'm down on my love  
  
[Chorus]  
I know sorries just wouldn't do it  
Her heart is obliterated, I'm trying, I'm trying my boo  
But it's like moving mountains...  
It's like moving mountains... Hey  
But I keep climbing and hoping things would change  
And the sky turns gray, and the water from the rain washes progress away  
It's like moving mountains...  
It's like moving mountains...  
Well baby why you just leave me?  
Just leave me be  
Just leave me  
Just leave me be  
Why you just leave me  
Just leave me be  
Why you just leave me  
Just leave me be, oh

"
Usher,My Baby Just Cares For Me,"[Intro]  
Yeah  
Ohh, yeah  
My baby, I know she cares  
I know she cares, yeah  
  
[Verse 1]  
My baby don't care for shoes  
My baby don't care for clothes  
My baby just cares for me  
My baby don't care for [?] other ladies  
My baby don't care for, high-tone places  
  
[Verse 2]  
My baby got heaven's style  
[?] makes her smile  
And enough for the world to see  
My baby don't care, does it  
My baby just cares for me  
Cares for me, yeah, listen  
  
[Verse 3]  
My baby don't care for shows  
Unless she's at my show  
By baby just cares for me, yeah  
My baby don't care for, furs or places  
My baby don't care for, Chateau, SoHo, or all those places  
  
[Bridge]  
My baby gon' keep it tight  
My baby don't post for likes  
My baby don't care who sees  
My baby don't care for, rings or expensive things  
My baby just cares for me, yeah  
Cares for me, uh  
Cares for me, yeah  
I hear you  
Uhh, ohh, ohh  
Baby  
  
[Outro]  
She don't care for shows  
Unless it's front row at my show now  
My baby just cares for me  
My baby don't care for, rings or expensive things  
My baby just cares for me, uhh  
Cares for me  
Cares for me, I know she cares, yes she does  
I know she, I know she cares  
Cares for me  
Cares for me, I know she cares  
I know she cares for me, know she cares, knows she cares

"
Usher,My Boo,"There's always that one person  
That will always have your heart  
You'll never see it coming  
'Cause you're blinded from the start  
Know that you're that one for me  
It's clear for everyone to see  
Oh baby ooh you'll always be my boo  
  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
  
Do you remember girl  
I was the one who gave you your first kiss  
'Cause I remember girl  
I was the one who said put your lips like this  
Even before all the fame and  
People screaming your name  
Girl I was there and you were my baby  
  
[Chorus]  
It started when we were younger girl  
You were mine my boo  
Now another brother's taking over  
But its still in your eyes my boo  
Even though we used to argue it's alright  
I know we haven't seen each other  
In awhile but you will always be my boo  
  
I was in love with you when we were younger  
You were mine my boo  
And I see it from time to time  
I still feel like my boo  
And I can see it no matter  
How I try to hide my boo  
Even though there's another man who's in my life  
You will always be my boo  
  
Yes I remember boy  
'Cause after we kissed  
I could only think about your lips  
Yes I remember boy  
The moment I knew  
You were the one  
I could spend my life with  
Even before all the fame  
And people screaming your name  
I was there and you were my baby  
  
[Chorus]  
  
I was in love with you when we were younger  
You were mine my boo  
And I see it from time to time  
I still feel like my boo  
And I can see it no matter  
How I try to hide my boo  
Even though there's another man in my life  
You will always be my boo  
  
My oh, my oh my oh, my oh, my boo  
My oh, my oh my oh, my oh, my boo  
  
[Chorus]  
  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock

"
Usher,My Way,"Ooh, Ooh, Hey  
Yo see it's rare that you find people like us  
Cause all ya'll other (look) out there doing what i'm doing  
Or trying to do what im doing, but you can't  
'Cause I do what I do my way  
What about you huh, huh, Come On!!!!  
  
I do any and everything you want to  
Make your girl go oooh-oooh  
Why's he so fly  
She beeps me, whenever she wanna get freaky  
You can get mad if you want Say what ever you want  
But shes still gonna give it up  
  
She likes it my way, my way,  
You can't satisfy her needs  
She keeps running back to see me do it  
My way, my way  
What I say goes, and I'm in control  
  
Bad ass senoritas to sweaters with kicks  
New kicksit's all in the mix  
Don't turn no tricks, they turn for me  
Catchin' bricks don't concern me  
  
So forget it Lil midget, my mind on seven digits  
Before I pay heaven's skies a visit, now it  
I'm pullin' all stops, lockin' down all spots  
Sayin' you can't front on me  
  
So from this day forth you know I'm all about heat  
And what I do be the major league  
That's why your girlfriend's paging me  
And she know like he know, you don't see her like I see her  
  
So she's out the do'  
Shot gun in my drop havin' fun with the Don, system, Bassun  
Conversation about how she be chasin' me  
And facin' me sayin' give it to me now, baby  
  
She likes it my way, my way,  
You can't satasify her needs  
She keeps running bak to see me do it  
My way, my way  
What I say goes, and I'm in control  
  
Don't check me  
It was your girl who let me  
Take it this far then, ooh-wee  
She had to have it every chance that she could get  
  
But you think I'm a baller  
And I ain't gonna call her  
Clip that, you can get mad if you want to  
Say whatever you want...  
  
But she's still gonna give it up  
She likes it....  
  
She likes it my way, my way,  
You can't satisfy her needs  
She keeps running back to see me do it  
My way, my way  
  
What I say goes, and I'm in control

"
Usher,Nice And Slow,"Ah what cha doing  
You know I'm coming over right  
(now baby tell what you wanna do with me)  
Now you got it hot for me already baby  
Okay  
I'll be there in about uh, give me ten minutes  
Be ready  
Ah  
Wear that little thing I like  
(now baby tell what you wanna do with me)  
It's seven o' clock  
On the dot  
I'm in my drop top  
Cruisin the streets, oh yeah  
I gotta real pretty, pretty little thing that's waiting for me  
I pull up  
Anticipating good love  
Don't keep me waiting  
I got plans to put my hands in places  
I never seen girl you know what I mean  
  
Let me take you to a place nice and quiet  
There ain't no one there to interrupt  
Ain't gotta rush  
I just wanna take it nice and slow  
(Now baby tell what you wanna do with me)  
See I've been waiting for this for so long  
We'll be makin' love until the sun comes up  
Baby  
I just wanna take it nice and slow  
(Now baby tell what you wanna do with me)  
now here we are  
Drivin' round town  
Contemplating where I'm gonna lay you down  
Girl you got me sayin'  
My, my, my  
I wish that I could pull over  
And get this thing started right now  
I wanna do something freaky to you baby  
I don't think they heard me  
I wanna do something freaky to you  
So call out my name  
  
They call me US-HER-RA-YM-OND  
Now baby tell me what you wanna do with me  
Gotta nigga feenin' like Jodeci  
Every time that you roll with me, holdin' me  
Tryin to get control of me  
Nice and Slowly  
You know  
Never lettin' go  
Never messin' up the flow  
This is how the hook go  
  
Now tell me, do you wanna get freaky?  
Cause, I'll freak you right I will, I'll freak you right i will,  
I'll freak you like no one ha s ever made you feel.  
I'll freak you right I will, I freak you right I will,  
I'll freak ya, freak ya, like no one has ever made you feel, yeah!  
(now baby tell what you wanna do with me)

"
Usher,Numb,"They say life is a battlefield  
I say bring it on  
If you wanna know how I feel  
Leave it till it's gone  
I'm just saying that what don't kill only makes you strong  
If you don't recognize what is real  
Then forever is a long, long, long, long, long, long, long, long  
  
Time, some things never change here we go again  
Feel like I'm losing my mind  
Shake it off, let it go, I don't care any more  
Just go numb  
You never know until you let go  
Let's go numb  
  
I can feel you now  
  
Keep on doing the same old thing  
And you expectin' change  
Well is that really insanity  
Or just a losers' game  
I only trust in the things I feel  
Some may say that's strange  
You better recognize what is real  
'Cause forever is a long, long, long, long, long, long, long, long  
  
Time, some things never change, here we go again  
Feel like I'm losing my mind  
Shake it off, let it go, I don't care any more  
Let's go numb  
You never know until you let go  
We all go numb  
  
I can feel you now  
(Numb)  
(Numb)  
  
I can feel you now  
I can feel you now  
I can feel you now  
  
But you can't feel it, do ya?  
(Numb)  
  
Shake it off, let it go, I don't care anymore  
(Numb)  
  
I can feel you now  
(Numb)  
I can feel you now  
(Numb)  
I can feel you now  
  
Can you feel it?

"
Usher,OMG,"Oh my gosh  
Baby let me  
Did it again, so Imma let the beat rock  
Oh my  
  
Baby let me love you down  
There's so many ways to love ya  
Baby I can break you down  
There's so many ways to love ya  
Got me like, ooh my gosh I'm so in love  
I found you finally, you make me wanna say  
Oh, oh, oh, oh, oh, oh, oh, oh,  
Oh, oh, oh, oh, oh, oh, oh, oh,  
Oh my gosh  
  
You make me want to say  
Oh, oh, oh, oh, oh, oh, oh, oh, oh  
  
I fell in love with shawty when I seen her on the dance floor  
She was dancing sexy, pop, pop, popping, dropping, dropping low  
Never ever has a lady hit me at the first sight  
This was something special this was just like dynamite  
Honey got a booty like pow, pow, pow  
Honey got some boobies like wow, oh wow  
Girl you know I'm loving your, loving your style  
Check, check, check, check, check, checking you out like,  
Ooh (ooh) she got it all  
Sexy from her head to her toes  
And I want it all, 'n all, 'n all  
  
Baby let me love you down  
There's so many ways to love ya  
Baby I can break you down  
There's so many ways to love ya  
Got me like, ooh my gosh I'm so in love  
I found you finally, you make me want to say  
Oh, oh, oh, oh, oh, oh, oh, oh,  
Oh, oh, oh, oh, oh, oh, oh, oh,  
Oh my gosh  
  
You make me want to say  
You make me want to say  
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh  
  
Fell so hard for honey out of all the girls up in this club  
This one got me whipped, just off one look, yep I fell in love  
this one something special, this one just like dynamite  
Oh, oh, oh, oh, oh, oh, oh out of sight  
Fell in love with honey like my, oh my  
Honey looking wonderful, fly, so fly  
Honey like a supermodel, my, oh my  
Baby how you do that, make a grown man cry?  
  
Ooh (ooh) baby, you got it all  
Sexy from her head to her toes  
And I want it all, n' all, n' all  
  
So, honey let me love you down  
There's so many ways to love ya  
Baby I can break it down  
There's so many ways to love ya  
Got me like, ooh my gosh  
I'm so in love I found you finally,  
You make me want to say  
  
Oh, oh, oh, oh, oh, oh, oh, oh,  
Oh, oh, oh, oh, oh, oh, oh, oh,  
Oh my gosh  
  
Oh my gosh  
Oh my  
Oh my  
Oh, oh my gosh  
  
Oh my gosh  
I did it again  
So I'm gone let the beat rock  
  
Oh, oh, oh my  
Oh, oh, oh my, my, my, my,  
Ooh my gosh  
  
Oh, oh, oh my  
Oh, oh, oh my, my, my, my,  
Ooh my gosh  
Oh my gosh

"
Usher,One Day You'll Be Mine,"Check it out  
Come on  
I'm sayin'  
You goin' be mine  
  
First time I saw you baby  
You did something to me  
That no one else has ever done  
Oh-its something in your eyes  
Caught me by surprise  
And told me that you were the one  
Oh-but what's bad is I know you got a man  
  
And he'll never understand  
The chemistry between me and you-Ah baby  
Something inside of me  
It's saying you and I were meant to be  
If you can think it you can have it  
That's why I believe  
  
One day you'll be mine[mine]  
No more creepin', sleepin' around  
No whisperin' when he's around  
One day you'll be mine  
  
Now eveytime I see you baby  
It's plain to see  
That I'm everything you've been missin' at home baby  
So much love to share  
  
It's something in the air  
Tellin' me I should never leave you alone  
But even though  
I know you gotta man  
  
He'll never understand  
The chemistry between me and you-Ah baby  
You can try to stop it but it won't quit  
You say you don't when I know that you want it  
I know,one day you'll be mine  
  
One day you'll be mine[mine]  
No more creepin', sleepin' around  
No whisperin' when he's around  
One day you'll be mine

"
Usher,Papers,"(Usher Usher Usher)  
Ooh! Ooh! Ooh! Papers  
Ooh! Ooh! Ooh! Papers  
  
I can't, get to work on time,  
Can't believe the words to her I just said  
But who the hell argue 'n fight like dogs at 6 in the morning? (in the
mornin')  
I know its gonna' be some more shh tonight mm ooh  
Our pastor's callin', tellin' me I done went too far in  
I'm seen around town and my friends can't recognize me,  
'Cause I took a chance on love (love), it's like (like), I'm dyin' (ooh dyin')  
  
[Chorus]  
For you I gave my heart and turned my back against the world  
'Cause you were my girl, girl, girl  
I done damn near lost my mama, I done been through so much drama  
I done turned into the man that I never thought I'd be.  
  
I'm ready to sign them papers, papers, papers  
I done took all I can take but you leave me no options girl  
I can't deny how much I love you, I done gave up everything I had to  
As hard as it is I'm afraid I gotta say  
I'm ready to sign them papers, papers, papers  
I done took all I can take but you leave me no options girl  
  
Ooh! Ooh! Ooh! Papers  
Ooh! Ooh! Ooh! Papers  
  
I'm losin' my mind, cant figure out who's wrong or right  
I know it's you I love,  
But then I also know it's you I don't like  
You claim you hate who I was,  
But that's the reason you here now  
You think I don't know what's up,  
But sweetheart that's what ruined us  
I ain't afraid to say I got needs  
But the only time you here for me  
Is when the bottles poppin' and everything is sweet  
But I, I'm tired of sleeping in the other room spending them long nights  
Trying to figure out what in the hell in my heart I ain't do right.  
(Ooh for you)  
  
For you I gave my heart and turned my back against the world  
(back against the world)  
'Cause you were my girl, girl (girl), girl,  
I done damn near lost my mama (mama),  
I done been through so much drama(drama)  
I done turned into the man that I never thought I'd be.  
(never thought I would be)  
  
I'm ready to sign them papers (papers),  
Papers (pa'), papers (pa' ooh oh oh oh)  
(I done took) all I can take but you leave me no options girl  
I can't deny how much I love you (know that I love you),  
I done gave up everything I had to (anything I had to)  
As hard as it is I'm afraid I gotta say (I'm afraid I gotta say)  
I'm ready to sign them papers(papers),  
Papers(paii), papers(girl I took all I could take)  
(I done took) all I can take but you leave me no options girl  
  
Oh oh! Ooh! Ooh yea! Papers  
Ooh! Ooh! Ooh! Papers  
  
Ready ready ready ready  
All my fellas up in here, if you had enough and you're ready to sign say  
Ready ready ready ready (I'm ready, yes I am)  
All my ladies if you sick and tired, and you're, ready to sign, say  
Ready ready ready ready (ooh)  
I can't keep livin' this life, I'm finna' leave it for the last time I'm  
Ready ready ready ready  
  
I done damn near lost my mama, I done been through so much drama  
I done turned into the man I never thought I'd be.  
  
I'm ready to sign them papers, papers, papers  
I done took all I can take but you leave me no options girl  
I can't deny how much I love you, I done gave up everything I had to  
As hard as it is I'm afraid I gotta say  
I'm ready to sign them papers, papers, papers  
I done took all I can take but you leave me no options girl

"
Usher,Paradise,"If you need a ride, I can tell you're tryna find your way  
But you can't hide your desire to run off one way, now  
Take my hand, you're in good care  
Don't you worry, it's where you wanna be  
Together, you and me, I hope you're listening  
It's where the rhythm brings you to ecstasy  
Let's go  
  
I could show you Paradise,  
Follow me to Paradise  
You've got open up enough to receive this Paradise  
Let the music get you lifted to paradise  
You've got open up enough to believe  
That's Paradise!  
Yeah!  
  
No invite, no tickets for sophisticates and rebels  
No no, no  
When the sun stays up and the stars stay in the night  
No need to try, all you gotta do is close your eyes baby,  
Close your eyes pretty girl  
See your mind everywhere you go!  
  
Just take my hand, we're almost there  
Hey, once we'll arrive you'll never want to leave  
You can't fight the feeling, ah ah  
Just stay with me, that's really not a fantasy  
Let's go  
  
I could show you paradise,  
Follow me to paradise  
You've got open up enough to receive this paradise  
Let the MUSIC get you lifted to paradise  
You've got open up enough to believe  
That's paradise!  
Yeah, oh  
  
Come together, forever, turn up from night to day  
Turn up, turn up!  
Hit it up in the place, let's turn it up  
Let's celebrate  
We've got to celebrate tonight  
Everybody get down,  
Here in paradise

"
Usher,Party,"[Answering Machine]  
Monday, ten fifty-three A.M.  
  
[Voice on phone]  
JD, it's me, Bree  
Call me, babe  
Havin' all them parties, us cats down here think ya'll on vacation, man  
Stop doin', man  
  
[JD]  
Come on  
See, I been lookin' at the game, ya know?  
And I see it ain't too many ya'll  
That can make 'em dance like I do  
(You say you wanna dance, say you wanna get down?)  
The thing what's funny is  
Ya'll got the nerve to wanna P.H.D. me  
Cuz I'm making all the money  
HA HA HA HA HA  
  
[JD]  
While ya'll ride matchbox, I push the hot wheels  
Don Chi-Chi with the mass appeal  
Lettin' champagne spills on my house in the grill  
And all I'm about is the dolla' dolla' bill  
Makin' ya' dance every chance I get  
And hata's sayin' damn, will he ever catch bricks?  
Nah, I don't catch those, keep it ghetto  
Stayin' wit' the best hoes, on the east and the west coast  
What?  
  
[Da Brat]  
Now, e'where I pass  
They wanna see the big booty mamma  
Tapping some ass  
And whether you believe it or not  
You see us, So-So Def make ya'll true believers  
My whole entourage keep it top notch  
Evidently, we push V's from Bentleys to Drops  
Got big things, baby  
I'm still greedy to my enemies  
I hope you keep on envying me  
Yeah, uh  
  
[JD]  
Whatcha'll wanna do, huh?  
Say you wanna get down, huh?  
Watcha wanna do, huh?  
Say you wanna get down, huh?  
  
[Usher]  
All we wanna do  
(Say what, say what?)  
Is party  
(Uh huh, uh huh)  
With you  
  
[Da Brat]  
Who dat?  
She the one who love drama?  
Keep it heated stay undefeated from the Chi comma Illinois  
My crew make more noise than yours  
Fifteen a night on tour, make 'em sick with no cure  
As she sits by the bar she sips Cristies  
In the midst of the party they bump hits by JD  
The B.R.A.T., we the element  
And you irrelevant  
Get down off this shit  
  
[JD]  
I don't pay attention to ya' hatin' and ya' bad looks  
Just think about gettin' paper like Garth Brooks  
Keep it off the hook  
Let the world feel the touch  
Ya'll doing too much, sayin' ya oughta see us  
It's like this here  
I rock the party with Cartier wristwear  
In the six, pretty bitches with the long hair  
And I got lots of dough, lots in sto'  
C. to the E-O  
  
Whatcha wanna do, huh?  
Say you wanna get down, huh?  
So whatcha wanna do, huh?  
Say you wanna get down, huh?  
  
[Usher]  
All we wanna do  
(Say what, say what?)  
Is party (uh huh, uh huh)  
With you, hey  
  
[JD]  
See I get goosebumps when the baseline thumps  
So phat now call me Professor Clump  
I ain't gonna front, yeah, I like to floss  
And I ain't gotta lie about the girls I toss, you know?  
  
[Da Brat]  
Betta' ask ya' lil' man's where his dough went  
Needed mo' rent  
We got bent, you know the rest  
I split, spent some, lent some to my friends  
If you wanna get down, you gotta get in  
  
[JD]  
Come on  
Whatcha wanna do, huh?  
Say you wanna get down, huh?  
Now whatcha wanna do, huh?  
Say you wanna get down, huh?  
  
[Usher]  
All we wanna do  
(Say what, say what)  
I party (uh huh, uh huh)  
With you, hey  
  
Ay, yeah  
Ay, yeah (ooh)  
Ay, yeah  
Ay, yeah  
  
Ay, yeah  
Ay, yeah, hey  
Ay, yeah  
Ay, yeah  
  
[JD]  
Said all I wanna do is make ya dance wit' me  
Make you dance wit' me  
See all I wanna do is make ya dance wit' me  
Dance wit' me  
Is that aight?  
  
All I wanna do is make ya dance wit' me  
Dance wit' me  
See all I wanna do is make ya dance wit' me  
Is that aight?  
Come on  
  
[Usher]  
Ay, yeah (Come on)  
Ay, yeah (Come on)  
Ay, yeah (Come on)  
Ay, yeah  
Ay yeah  
Ay yeah  
Ay yeah  
Ay yeah

"
Usher,Pop Ya Collar,"Hello everybody, huh  
Welcome today to the wonderful world of...you, he-heh  
Now check it, you have two options  
You can eat it or throw it away, heh  
  
See its a shame when you're working on doing well  
People hate you yeah  
Buying nothing that's not the best for yourself  
Then they really hate you yeah  
You gotta live for you and no one else  
Don't let 'em make you feel  
Like you're not being real  
Just live how you wanna live  
You gotta do for you  
  
(Dig that)  
If you work hard then play hard  
(Dig that)  
And do what you wanna do  
(Dig that)  
Just pop ya collar  
Don't let what people say bother you  
(Dig that)  
You perpetrators I got something to say  
(Dig that)  
You can eat it or throw it away  
(Picture that)  
You're just mad cause you're following in my trap  
But can you dig that?  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
You can see me every week  
Hanging out with a different girl sitting next to me  
Cause I'm not up to settle down right now  
I gotta be free  
Some of y'all fellas might be jealous  
But y'all know that don't phase me  
I just pop my collar, tip my hat  
Turn my back on the ones that hated me  
  
(Dig that)  
Never going home alone  
(Dig that)  
If she follows then you know it's on  
(Dig that)  
She gets the finger not the cellular phone  
(Never that)  
I let her know I won't be around for long  
(Dig that)  
To all you haters I got something to say  
(What's that?)  
You can eat it or throw it away  
(Picture that)  
Stop hating, wishing, waiting  
Anticipating for my year to fade, oh yea  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
I break my neck for the things I get  
So much sweat just so I can get that check  
And I'm not gonna let nobody bring me down  
Nobody's gonna steal my crown  
Because I eat good, I live good  
I rock good, my life's good  
If you got a lot and you're working for it  
Pop ya collar don't be afraid to show it  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  
  
Hey ladies and my fellas  
You know you're doing cause they jealous  
(Pop, pop)  
And when they hate cause you're a go-getter  
(Pop, pop)  
Pop ya colla, don't let 'em sweat you  
(Pop)  

"
Usher,Prayer For You,"You're gonna say something to the people?  
A prayer for you  
A prayer to you  
Just a simple thought of you means everything  
To my life you give meaning that you're the best thing  
So precious like it for life  
That why I send you up this prayer  
I pray for your protection your covering  
That everything intended for you, you'll receive  
And I believe he'll guide ya  
Right out of my prayer  
A prayer for you  
A prayer to you  
(I Pray for you)  
A prayer for you  
I'll do my best to be there for you everyday  
To be what my father wished he was to me  
Baby I got you  
Daddy you'll be there  
I'll be there to encourage you to be the best you can be  
You carry my name, I pray that you're better than me  
(I ain't going no where, even when I get on your nerves  
'Cause I'm your daddy)  
My prayer for you  
Son I pray for you  

"
Usher,Red Light,"It's crazy  
I can't believe that you  
Would be the one to do  
Do me like you do  
Get back here baby  
  
Girl you let me  
Have my way and I was thinking I could get it again  
Baby we could be friends if you only(ssh)  
And you show me  
Just how quick your tires could spin  
You were off in the wind  
Tell me were did you go  
  
When you left (oh)  
I'm thinking which way did she go  
I should have known that you would lead me on girl  
I'm in the wind on cruise control  
I gotta be dreaming 'cause I never felt like this before  
  
[Chorus: x2]  
It was supposed to be  
Just a one night  
In and out and I'm out the door  
But she's got me sitting here  
At the red light  
Driving round looking out for her  
  
Now its raining  
And I'm looking over at the passenger side  
Thinking back in my mind how you set me off  
She was stopping and dropping me  
Switching from fast to slow  
But that ain't have nothing on how you got  
When I got you home  
  
When you left (oh)  
I'm thinking which way did she go  
The way you touched yourself had me up the wall  
I'm in the wind on cruise control  
I'm searching for you cause I can't seem to let you go  
  
[Chorus: x2]  
  
You know  
I really only thought  
That this would be a one night stand  
What you doing to me  
Come on  
What you doing to me  
  
Maybe(maybe)  
She's running home to someone else(someone else)  
Or maybe(or maybe)  
She lost my number in her cell  
(oh babe)  
(what you doing to me)  
Or maybe(or maybe)  
She's never done like this before  
Cause I can't see (can't see)  
Her not coming back for more  
More  
  
[Chorus: x4]

"
Usher,Revolver,"Cut me, cut me with your tongue then love me when it?s over  
You don't even know just how you much you taunt me  
Taunting and provoking, keep words unspoken  
Pandora?s box is open  
Blame brings pain, accusations seal these walls  
Walls built up to shield from pain  
Pain of finding fault, revolving back to pain  
And we need to stop  
Just like a revolver babe, just like a revolver  
(It goes around)  
Just like a revolver babe, but I'd rather resolve it babe  
Just like a revolver babe, just like a revolver  
(It goes around)  
Just like a revolver babe, but we gotta resolve it babe  
Piercing, piercing with my actions, spitefully ignore you  
I don't even care just how much you take  
Bitten and it?s potent, you hate it and I know it  
Pandora?s box is open  
Blame brings pain, accusations seal these walls  
Walls built up to shield from pain  
Pain of finding fault, revolving back to pain  
And we need to stop  
Just like a revolver babe, just like a revolver  
(It goes around)  
Just like a revolver babe, but I'd rather resolve it babe  
Just like a revolver babe, just like a revolver  
(It goes around)  
Just like a revolver babe, but we gotta resolve it babe  
These walls get high baby  
These walls get high baby  
These walls get high baby  
It won't ever come down  
These walls get high baby  
These walls get high baby  
These walls get high baby  
It won't ever come down  
Round and round like the game roulette  
Step on up kid and place your bet  
Round and round is the route we choose  
Play that game man, we all gonna lose  
Just like a revolver babe, just like a revolver  
(It goes around)  
Just like a revolver babe, but I'd rather resolve it babe  
Just like a revolver babe, just like a revolver  
(It goes around)  
Just like a revolver babe, but we gotta resolve it babe  

"
Usher,Rock Wit'cha,"Now that you are here with me  
Baby lets do it right  
Lady you know just what I mean  
I want to hold you, oh so tight  
  
Baby just touch me anywhere  
Cutie you turn me on (oh baby)  
I like to run my fingers through your hair  
So come on and stay with me all night  
  
I want to rock witcha baby  
All night long  
I want to roll witcha lady  
The feeling so strong  
  
I want to rock witcha lady  
All night long  
Rock n roll n roll n rock  
Makin' sweet lovin' don't you ever stop

"
